Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,2048.81616,1707.27637,57.1167679,22.8511295,0.000704015,297.150024,0,0.527804136,1811.35657,0.298555076,0,35.641407,-0.580320179,0.03995619,-0.102343492,298.939331,0.162899673,0,0.791288912,0
7200,2048.81616,1707.27637,57.1167679,22.3989983,0.000567914,296.387238,0,0.365728974,1773.58081,0.132697985,0,28.1633091,-0.330825835,0.020102002,-0.052390546,297.368408,0.11561463,0,0.49663648,0
10800,2048.81616,1707.27637,57.1167679,21.1566353,0.000914581,295.636841,0,0.510488033,1767.22095,0.330522507,0,39.8562469,-0.541984975,0.041934136,-0.111597076,297.10144,0.167076528,0,0.753392518,0
14400,2048.81616,1707.27637,57.1167679,22.8852654,0.000186734,295.232849,0,0.069008276,1756.31714,0.082689799,0,17.2648525,-0.107872337,0.009935694,-0.035200562,296.64212,0.080893666,0,0.13434127,0
18000,2048.81616,1707.27637,57.1167679,22.5305634,0.000247535,295.464752,0,0.126969516,1750.91882,0.241628796,0,15.5740242,-0.124813184,0.020510368,-0.079506233,296.41391,0.116582386,0,0.196599051,0
21600,2048.81616,1707.27637,57.1167679,21.500927,0.000757569,295.427277,0,0.330128402,1746.57007,0.1461346,0,26.2215557,-0.240085691,0.028793007,-0.125511199,296.229675,0.137420148,0,0.429244339,0
25200,2048.81616,1707.27637,57.1167679,22.8164825,0.000593696,295.48822,0,0.154150188,1747.32861,0.060289264,0,33.8503304,-0.015343913,0.017649055,-0.018705797,296.261841,0.106906027,0,0.163393468,0
28800,2048.81616,1707.27637,57.1167679,24.3099022,0.000499455,297.023041,0,0.076448865,1763.91406,0.043075301,0,22.9674797,-0.00198982,0.011719956,0.029490082,296.962372,0.087376736,0,0.12030673,0
32400,2048.81616,1707.27637,57.1167679,26.3713837,3.28E-05,299.406982,0,-0.024453545,1798.28943,0.002226484,0,-4.13567591,0.071675628,0.00068137,-0.026813753,298.398743,0.018878935,0,0.098892853,0
36000,2048.81616,1707.27637,57.1167679,27.6594181,8.97E-05,301.652802,0,0.257202417,1840.66016,0.005051481,0,-58.6824837,-0.172938839,0.001920709,-0.131078899,300.141113,0.035573527,0,0.339900315,0
39600,2048.81616,1707.27637,57.1167679,30.0253944,9.68E-05,303.37674,0,0.200381026,1887.71912,0.004318474,0,-89.16819,-0.091057248,0.001715025,-0.126478836,302.041351,0.033345603,0,0.261013567,0
43200,2048.81616,1707.27637,57.1167679,31.3916626,6.33E-05,303.528595,0,0.107327864,1931.95374,0.008611215,0,-69.8588867,-0.091587566,0.00210029,-0.006600764,303.79541,0.035941698,0,0.148701578,0
46800,2048.81616,1707.27637,57.1167679,32.3315392,0.000418696,304.667236,0,0.13003847,1971.3446,0.256403416,0,-88.8716354,-0.281236827,0.025491469,0.091950089,305.332184,0.130298793,0,0.323757321,0
50400,2048.81616,1707.27637,57.1167679,33.9406967,0.00148874,305.349365,0,0.077026449,2000.25488,0.178602576,0,-82.9814606,0.084658444,0.049105912,0.000554318,306.445526,0.180445746,0,0.140657738,0
54000,2048.81616,1707.27637,57.1167679,34.5233002,0.001491057,305.607971,0,0.117211595,2020.19934,0.15092656,0,-86.3433609,0.006091694,0.04702168,0.027899912,307.206573,0.176719055,0,0.144920558,0
57600,2048.81616,1707.27637,57.1167679,34.860836,0.002044232,305.720734,0,0.07448177,2032.45532,0.183875218,0,-69.0305939,-0.019010617,0.062035728,0.04056818,307.671478,0.203137547,0,0.138745695,0
61200,2048.81616,1707.27637,57.1167679,34.6944084,0.002442379,305.559082,0,0.068580851,2036.57825,0.289196342,0,-70.6867218,-0.0907235,0.080051526,0.077136613,307.827393,0.23073341,0,0.17107445,0
64800,2048.81616,1707.27637,57.1167679,34.5998039,0.002943415,305.544464,0,-0.003788265,2035.81079,0.372439504,0,-55.146656,-0.119909652,0.100169249,0.092263319,307.79837,0.258134663,0,0.187677681,0
68400,2048.81616,1707.27637,57.1167679,33.6982956,0.0044092,304.938446,0,0.002880993,2025.74158,0.604296744,0,-42.0537949,-0.224611774,0.144587234,0.130736381,307.417053,0.310076058,0,0.277718544,0
72000,2048.81616,1707.27637,57.1167679,32.4236755,0.007049814,303.809998,0,-0.040558126,2007.15259,0.700243652,0,-11.7950563,-0.246633053,0.197949424,0.168692768,306.709351,0.362768203,0,0.321869642,0
75600,2048.81616,1707.27637,57.1167679,30.9793587,0.006945868,302.490112,0,-0.038560681,1980.18262,1.27694142,0,5.87204504,-0.268348604,0.229632288,0.168272451,305.673798,0.391005665,0,0.323110282,0
79200,2048.81616,1707.27637,57.1167679,29.8725986,0.006984042,301.416351,0,-0.045598086,1954.36133,1.33827615,0,21.1720676,-0.23037374,0.232336447,0.159340903,304.672363,0.393324673,0,0.287682056,0
82800,2048.81616,1707.27637,57.1167679,28.9455566,0.004737649,300.339905,0,-0.197372183,1932.55969,1.04190755,0,19.7424889,-0.011400202,0.169871971,0.126966164,303.819092,0.33638382,0,0.237988636,0
86400,2048.81616,1707.27637,57.1167679,28.6028671,0.00433464,299.995361,0,-0.094858341,1915.78735,1.21652031,0,19.6232014,-0.053625763,0.176993653,0.158442378,303.157776,0.343254685,0,0.196930885,0
